Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"23.11.2023 14:18"
Zeitbezug:;MEZ
Messstellen-Name:;"Brücke oberhalb Mündung"
Messstellen-Nr.:;12857
Gewässer:;Alzkanal
Ostwert:;786788;Nordwert:;5344787;"ETRS89 / UTM Zone 32N"

Datum;"NO3 [mg/l]";"o-PO4-P [mg/l]";Prüfstatus
"2013-03-04 11:00:00";5,3;"< BG";Geprueft
"2013-03-18 11:05:00";4,9;"< BG";Geprueft
"2013-04-02 11:45:00";5,3;"< BG";Geprueft
"2013-04-15 11:45:00";4,4;"< BG";Geprueft
"2013-04-29 11:20:00";3,9;"< BG";Geprueft
"2013-05-13 12:20:00";4,00;0,006;Geprueft
"2013-05-27 12:30:00";8,9;0,007;Geprueft
"2013-06-10 12:00:00";4,00;"< BG";Geprueft
"2013-06-24 10:45:00";4,9;0,006;Geprueft
"2013-07-10 11:15:00";4,9;"< BG";Geprueft
"2013-07-22 10:40:00";4,9;"< BG";Geprueft
"2013-08-05 12:30:00";5,8;0,006;Geprueft
"2013-08-19 12:20:00";5,8;0,007;Geprueft
"2013-09-02 11:20:00";5,3;0,007;Geprueft
"2013-09-16 11:10:00";4,4;0,007;Geprueft
"2013-09-23 11:30:00";3,9;"< BG";Geprueft
"2013-10-09 11:50:00";4,4;"< BG";Geprueft
"2013-10-21 11:35:00";4,9;"< BG";Geprueft
"2013-11-04 12:05:00";4,4;0,009;Geprueft
"2013-11-18 11:25:00";4,9;0,006;Geprueft
"2013-12-02 10:30:00";4,9;"< BG";Geprueft
"2013-12-16 12:10:00";5,8;"< BG";Geprueft
"2014-01-13 11:50:00";6,2;0,007;Geprueft
"2014-02-10 11:15:00";5,8;0,006;Geprueft
"2014-03-10 11:30:00";5,8;0,006;Geprueft
"2014-04-07 11:50:00";4,3;0,006;Geprueft
"2014-05-05 11:35:00";4,3;"< BG";Geprueft
"2014-06-02 11:30:00";4,00;"< BG";Geprueft
"2014-06-30 12:05:00";5,8;"< BG";Geprueft
"2014-07-28 12:10:00";4,2;0,008;Geprueft
"2014-08-25 11:10:00";3,7;"< BG";Geprueft
"2014-09-22 12:00:00";3,6;"< BG";Geprueft
"2014-10-20 10:50:00";4,4;"< BG";Geprueft
"2014-11-17 11:45:00";4,2;"< BG";Geprueft
"2014-12-15 11:55:00";5,3;0,007;Geprueft
"2015-01-12 10:40:00";4,3;0,006;Geprueft
"2015-02-09 12:00:00";4,9;0,009;Geprueft
"2015-03-09 11:40:00";4,9;0,006;Geprueft
"2015-04-15 12:10:00";3,8;0,008;Geprueft
"2015-05-04 11:30:00";3,8;"< BG";Geprueft
"2015-06-09 11:20:00";3,9;0,007;Geprueft
"2015-07-06 11:30:00";4,2;0,006;Geprueft
"2015-08-03 11:30:00";5,3;0,006;Geprueft
"2015-08-31 10:45:00";4,3;"< BG";Geprueft
"2015-09-28 11:55:00";5,3;"< BG";Geprueft
"2015-10-26 11:25:00";4,3;0,008;Geprueft
